OSEBuildingID,DataYear,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,TotalGHGEmissions,GHGEmissionsIntensity,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude
21219.0,2015.0,1972.0,1.0,1.0,48112.0,0.0,33.4,1607726.0,0.0,0.0,0.09,11.21,0.09,NonResidential,Non-Refrigerated Warehouse,5,NORTHWEST,47.72161322,-122.3432864
21221.0,2015.0,2009.0,1.0,1.0,20909.0,0.0,55.2,1051036.0,0.0,423473.0,1.16,26.87,1.16,NonResidential,Other,5,NORTHWEST,47.72048923,-122.3424465
21226.0,2015.0,2001.0,1.0,2.0,42793.0,16518.0,61.4,1612797.0,0.0,0.0,0.1,11.24,0.1,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.73381054,-122.347275
21233.0,2015.0,2007.0,1.0,2.0,45000.0,0.0,125.7,5655268.0,0.0,2636267.0,3.29,161.06,3.29,NonResidential,Other,5,NORTHWEST,47.72609705,-122.3445954
21236.0,2015.0,1998.0,1.0,1.0,26115.0,0.0,61.5,1605522.0,0.0,411819.0,0.96,30.19,0.96,NonResidential,Retail Store,5,NORTHWEST,47.72375488,-122.34352112
21237.0,2015.0,2001.0,1.0,1.0,23696.0,0.0,58.4,1392153.0,0.0,550686.0,1.33,35.11,1.33,NonResidential,Retail Store,5,NORTHWEST,47.72569066,-122.3432661
21239.0,2015.0,1949.0,1.0,1.0,26033.0,0.0,34.0,1022112.0,0.0,720291.0,1.5,40.36,1.5,NonResidential,Worship Facility,4,NORTHEAST,47.67008987,-122.3208898
21243.0,2015.0,2007.0,1.0,4.0,48660.0,0.0,38.2,1889990.0,0.0,1050446.0,1.19,61.64,1.19,NonResidential,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.64391816,-122.3501253
21244.0,2015.0,1970.0,1.0,2.0,46539.0,0.0,108.0,5024837.0,0.0,2734552.0,3.25,161.2,3.25,NonResidential,Senior Care Community,7,MAGNOLIA / QUEEN ANNE,47.64411095,-122.3479548
21262.0,2015.0,1909.0,1.0,4.0,29796.0,0.0,76.9,2291194.0,0.0,1423411.0,2.61,81.65,2.61,NonResidential,Residence Hall/Dormitory,7,DOWNTOWN,47.61273575,-122.34406281
21265.0,2015.0,1920.0,1.0,2.0,26400.0,0.0,48.5,1049088.0,0.0,174825.0,0.44,15.38,0.44,NonResidential,Retail Store,7,DOWNTOWN,47.61226207,-122.34403
21266.0,2015.0,1918.0,1.0,3.0,38148.0,0.0,29.7,1493137.0,0.0,0.0,0.1,10.41,0.1,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61187009,-122.3433692
21270.0,2015.0,1928.0,1.0,2.0,28800.0,0.0,14.0,403963.0,0.0,179413.0,0.35,11.09,0.35,NonResidential,Mixed Use Property,7,LAKE UNION,47.62230021,-122.3414464
21278.0,2015.0,1955.0,1.0,5.0,31945.0,0.0,56.7,1811669.0,0.0,0.0,0.15,12.63,0.15,NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.6222833,-122.3610318
21290.0,2015.0,1985.0,1.0,5.0,85963.0,33055.0,85.4,4520838.0,0.0,0.0,0.14,31.52,0.14,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.61888324,-122.3571212
21310.0,2015.0,1900.0,1.0,4.0,34680.0,0.0,34.6,1200811.0,0.0,417307.0,0.7,27.63,0.7,NonResidential,Retail Store,7,DOWNTOWN,47.6067726,-122.3376927
21313.0,2015.0,1968.0,1.0,3.0,75058.0,34510.0,105.0,7879628.0,0.0,6649535.0,4.75,361.73,4.75,NonResidential,Worship Facility,7,DOWNTOWN,47.60866574,-122.3326487
21315.0,2015.0,1903.0,1.0,3.0,57720.0,0.0,1.8,43943.0,0.0,0.0,0.0,0.31,0.0,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61130865,-122.335723
21317.0,2015.0,1915.0,1.0,1.0,36504.0,0.0,132.1,2139713.0,0.0,123784.0,0.33,20.63,0.33,NonResidential,Retail Store,7,DOWNTOWN,47.61103821,-122.33546448
21318.0,2015.0,1907.0,1.0,6.0,35200.0,0.0,86.8,3054714.0,0.0,0.0,0.23,21.3,0.23,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61045657,-122.33687282
21319.0,2015.0,1907.0,1.0,5.0,35840.0,0.0,45.7,1638229.0,0.0,728179.0,1.15,45.02,1.15,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60964966,-122.33570099
21321.0,2015.0,1941.0,1.0,2.0,25920.0,0.0,60.9,1415494.0,0.0,0.0,0.15,9.87,0.15,NonResidential,Other,7,DOWNTOWN,47.60976255,-122.3348444
21322.0,2015.0,1928.0,1.0,4.0,30525.0,0.0,138.8,3014691.0,798277.0,0.0,2.21,77.07,2.21,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60951233,-122.33557892
21328.0,2015.0,1964.0,1.0,4.0,49243.0,0.0,161.4,8436996.0,0.0,886085.0,1.37,99.7,1.37,NonResidential,Other,7,EAST,47.61189526,-122.3285527
21336.0,2015.0,1912.0,1.0,3.0,20411.0,0.0,95.0,1939297.0,0.0,1208895.0,3.24,69.3,3.24,NonResidential,Other,3,EAST,47.60972684,-122.3249424
21351.0,2015.0,1962.0,1.0,2.0,30855.0,10285.0,139.1,2999512.0,0.0,1466861.0,2.66,88.59,2.66,NonResidential,Medical Office,3,EAST,47.61064503,-122.3212618
21353.0,2015.0,1910.0,1.0,3.0,73549.0,0.0,38.4,2823242.0,0.0,1880186.0,1.39,106.43,1.39,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61212272,-122.3220056
21364.0,2015.0,1988.0,1.0,5.0,45780.0,11400.0,227.2,10403123.0,4898180.0,54881.0,8.64,418.99,8.64,NonResidential,Other,3,EAST,47.60873934,-122.320312
21365.0,2015.0,1963.0,1.0,3.0,39115.0,0.0,53.7,2683336.0,0.0,704516.0,1.09,51.21,1.09,NonResidential,Medical Office,3,EAST,47.60840241,-122.3203412
21366.0,2015.0,1916.0,1.0,3.0,38038.0,0.0,28.2,1057256.0,642693.0,0.0,1.33,52.5,1.33,NonResidential,Other,7,EAST,47.60901984,-122.3299162
21367.0,2015.0,1962.0,1.0,3.0,37796.0,0.0,51.4,2726269.0,1578661.0,228467.0,3.61,140.4,3.61,NonResidential,Worship Facility,7,EAST,47.60807241,-122.3293828
21380.0,2015.0,1993.0,1.0,1.0,27744.0,0.0,172.0,4770943.0,0.0,0.0,0.46,33.26,0.46,Nonresidential COS,Small- and Mid-Sized Office,6,BALLARD,47.66260444,-122.3646286
21382.0,2015.0,1960.0,1.0,1.0,36444.0,0.0,4.9,178243.0,0.0,0.0,0.01,1.24,0.01,NonResidential,Non-Refrigerated Warehouse,6,BALLARD,47.66388519,-122.3680682
21388.0,2015.0,1950.0,1.0,1.0,27553.0,0.0,47.7,1314716.0,0.0,903065.0,1.78,50.83,1.78,NonResidential,Non-Refrigerated Warehouse,6,BALLARD,47.65883454,-122.366972
21389.0,2015.0,1951.0,1.0,1.0,57310.0,0.0,23.0,1318096.0,0.0,606148.0,0.59,37.16,0.59,NonResidential,"Distribution Center
",6,BALLARD,47.65823532,-122.3663814
21391.0,2015.0,1920.0,1.0,2.0,25920.0,0.0,46.7,1210229.0,0.0,267719.0,0.65,20.79,0.65,NonResidential,Mixed Use Property,7,LAKE UNION,47.62295628,-122.3388493
21396.0,2015.0,1919.0,1.0,3.0,40686.0,0.0,52.0,2116209.0,0.0,1215628.0,1.65,70.84,1.65,NonResidential,"Restaurant
",7,LAKE UNION,47.62346268,-122.33804321
21397.0,2015.0,1964.0,1.0,2.0,45271.0,0.0,56.1,2540153.0,0.0,1198578.0,1.49,73.01,1.49,NonResidential,Retail Store,7,LAKE UNION,47.62388317,-122.3380453
21398.0,2015.0,1920.0,1.0,3.0,28380.0,12180.0,55.9,1585441.0,0.0,605020.0,1.22,38.97,1.22,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62391992,-122.33839363
21399.0,2015.0,2009.0,1.0,5.0,508160.0,0.0,79.4,27139746.0,0.0,4486057.0,0.59,396.18,0.59,NonResidential,Large Office,7,LAKE UNION,47.62261963,-122.33674622
21401.0,2015.0,1926.0,1.0,3.0,26176.0,0.0,53.1,1259456.0,0.0,667820.0,1.42,39.59,1.42,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62354214,-122.3362062
21413.0,2015.0,1926.0,1.0,1.0,37740.0,0.0,194.5,7291418.0,0.0,375542.0,1.02,68.16,1.02,NonResidential,Small- and Mid-Sized Office,3,LAKE UNION,47.62799119,-122.3313097
21418.0,2015.0,1961.0,1.0,1.0,26000.0,0.0,78.1,3895403.0,1326000.0,0.0,4.2,120.26,4.2,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62124083,-122.3534322
21424.0,2015.0,2009.0,1.0,3.0,23241.0,0.0,33.5,777915.0,0.0,334570.0,0.82,20.86,0.82,NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.61884689,-122.35321045
21425.0,2015.0,1962.0,1.0,1.0,155795.0,0.0,115.4,17979460.0,0.0,2049085.0,0.97,219.88,0.97,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62005752,-122.3513495
21432.0,2015.0,2002.0,1.0,1.0,21018.0,0.0,82.7,1737596.0,208000.0,0.0,0.96,26.72,0.96,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62126068,-122.3517511
21433.0,2015.0,1998.0,1.0,1.0,30533.0,0.0,210.1,6015128.0,0.0,3068561.0,5.6,183.51,5.6,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62189039,-122.3502752
21435.0,2015.0,1961.0,1.0,2.0,33971.0,0.0,381.2,19061780.0,0.0,9495206.0,15.6,570.98,15.6,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62048515,-122.349304
21436.0,2015.0,1992.0,1.0,2.0,40600.0,0.0,74.7,2464720.0,232000.0,319212.0,0.96,45.22,0.96,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.6219494,-122.349922
21438.0,2015.0,1999.0,1.0,4.0,38038.0,0.0,55.5,2112095.0,0.0,0.0,0.15,14.72,0.15,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.6205368,-122.33886719
21442.0,2015.0,2007.0,1.0,4.0,64596.0,24596.0,54.2,2255263.0,0.0,1024163.0,0.89,62.98,0.89,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62049677,-122.3375602
21443.0,2015.0,1928.0,1.0,3.0,41466.0,6062.0,238.1,9621807.0,0.0,4086199.0,5.59,255.61,5.59,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62028885,-122.3375473
21445.0,2015.0,2013.0,1.0,6.0,130710.0,100800.0,56.2,7359802.0,0.0,789351.0,0.45,87.73,0.45,NonResidential,Large Office,7,LAKE UNION,47.62027313,-122.338111
21447.0,2015.0,1926.0,1.0,4.0,35780.0,0.0,86.9,2316441.0,0.0,0.0,0.17,16.15,0.17,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.6205368,-122.3380661
21459.0,2015.0,1964.0,1.0,4.0,25132.0,7308.0,49.7,504439.0,0.0,0.0,0.05,3.52,0.05,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.62232113,-122.3564822
21464.0,2015.0,1966.0,1.0,1.0,49680.0,0.0,66.2,3289053.0,1796000.0,0.0,2.86,148.02,2.86,Nonresidential COS,Other,7,DOWNTOWN,47.62433256,-122.3538379
21465.0,2015.0,1962.0,1.0,1.0,36314.0,0.0,73.2,2657625.0,780000.0,250986.0,2.13,83.27,2.13,Nonresidential COS,Other,7,DOWNTOWN,47.62393635,-122.35193
21468.0,2015.0,1916.0,1.0,2.0,25920.0,0.0,67.6,1367815.0,0.0,0.0,0.14,9.54,0.14,NonResidential,Other,7,DOWNTOWN,47.608463,-122.339225
21469.0,2015.0,1919.0,1.0,4.0,47686.0,0.0,52.4,1781063.0,759621.0,0.0,1.29,65.75,1.29,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60998115,-122.34040327
21471.0,2015.0,1904.0,1.0,7.0,44928.0,0.0,9.2,413919.0,0.0,33457.0,0.06,4.43,0.06,NonResidential,Other,7,DOWNTOWN,47.60940552,-122.33934021
21474.0,2015.0,1900.0,1.0,3.0,49760.0,0.0,1.0,24126.0,0.0,0.0,0.0,0.17,0.0,NonResidential,Other,7,DOWNTOWN,47.60705128,-122.3390359
21478.0,2015.0,1900.0,1.0,2.0,49280.0,0.0,85.6,4217108.0,0.0,1201563.0,1.52,93.21,1.52,Campus,Mixed Use Property,7,DOWNTOWN,47.60790311,-122.33928278
21481.0,2015.0,1942.0,1.0,4.0,45500.0,0.0,87.1,3863772.0,0.0,0.0,0.23,26.94,0.23,Campus,Low-Rise Multifamily,7,DOWNTOWN,47.60921881,-122.3408095
21482.0,2015.0,1912.0,1.0,2.0,25380.0,0.0,273.8,7003615.0,0.0,3810346.0,8.31,224.63,8.31,Campus,"Restaurant
",7,DOWNTOWN,47.608951,-122.340545
21483.0,2015.0,1915.0,1.0,6.0,40715.0,0.0,71.7,2917748.0,0.0,612408.0,0.95,48.6,0.95,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60842748,-122.3415943
21488.0,2015.0,1990.0,1.0,4.0,82065.0,34800.0,40.4,1679127.0,0.0,0.0,0.05,11.71,0.05,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61114082,-122.3455334
21495.0,2015.0,1910.0,1.0,4.0,36160.0,0.0,57.3,2071600.0,0.0,0.0,0.15,14.44,0.15,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61047867,-122.3422134
21496.0,2015.0,1918.0,1.0,1.0,34617.0,0.0,145.6,5039523.0,0.0,2158190.0,3.53,134.71,3.53,NonResidential,Mixed Use Property,7,DOWNTOWN,47.610157,-122.342483
21505.0,2015.0,1909.0,1.0,5.0,48600.0,0.0,22.7,1544117.0,0.0,81281.0,0.17,14.51,0.17,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61235693,-122.3462017
21506.0,2015.0,1910.0,1.0,3.0,29340.0,0.0,79.4,2154224.0,0.0,1319292.0,2.46,75.89,2.46,NonResidential,Mixed Use Property,7,DOWNTOWN,47.612625,-122.345848
21508.0,2015.0,1930.0,1.0,2.0,22710.0,0.0,12.3,278741.0,0.0,0.0,0.03,1.94,0.03,NonResidential,Other,7,DOWNTOWN,47.61340882,-122.3459679
21515.0,2015.0,2000.0,1.0,3.0,50499.0,13540.0,82.0,3030041.0,0.0,3438.0,0.16,21.28,0.16,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63659738,-122.3282322
21520.0,2015.0,1964.0,1.0,5.0,54465.0,9605.0,64.2,3721129.0,0.0,503174.0,0.65,49.16,0.65,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63613246,-122.3271876
21521.0,2015.0,1930.0,1.0,2.0,45960.0,0.0,88.7,4075193.0,0.0,3190679.0,3.74,175.62,3.74,NonResidential,K-12 School,3,EAST,47.63252748,-122.3207884
21530.0,2015.0,1959.0,1.0,2.0,21128.0,0.0,32.4,684865.0,0.0,0.0,0.09,4.77,0.09,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62007385,-122.3454149
21533.0,2015.0,2008.0,1.0,4.0,274442.0,105499.0,53.6,9049598.0,0.0,3424452.0,0.72,221.09,0.72,NonResidential,Mixed Use Property,7,LAKE UNION,47.6189677,-122.3446084
21534.0,2015.0,2013.0,1.0,3.0,51552.0,0.0,24.3,1328920.0,0.0,0.0,0.07,9.26,0.07,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.61948966,-122.3445994
21535.0,2015.0,1959.0,1.0,4.0,38520.0,0.0,61.3,2361960.0,0.0,762448.0,1.16,51.64,1.16,NonResidential,Hotel,7,LAKE UNION,47.62021531,-122.3445668
21537.0,2015.0,1961.0,1.0,3.0,29186.0,4256.0,50.9,967697.0,0.0,566880.0,1.07,32.9,1.07,NonResidential,Hotel,7,LAKE UNION,47.62174132,-122.3441361
21546.0,2015.0,1960.0,1.0,1.0,27338.0,0.0,19.2,526059.0,0.0,0.0,0.05,3.67,0.05,NonResidential,Worship Facility,7,LAKE UNION,47.62006912,-122.3407066
21549.0,2015.0,1962.0,1.0,2.0,34416.0,0.0,318.9,10975751.0,0.0,6120570.0,9.82,358.91,9.82,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62239431,-122.3623497
21550.0,2015.0,1930.0,1.0,3.0,45864.0,0.0,66.4,3043767.0,0.0,2478153.0,2.9,135.56,2.9,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.61952541,-122.3584613
21557.0,2015.0,1999.0,1.0,2.0,49252.0,0.0,63.6,3886929.0,0.0,1433424.0,1.68,93.23,1.68,NonResidential,K-12 School,5,NORTHWEST,47.72750101,-122.3270372
21580.0,2015.0,1987.0,1.0,3.0,33176.0,0.0,43.1,1429196.0,0.0,577817.0,0.99,36.62,0.99,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.63248578,-122.3252227
21582.0,2015.0,1993.0,1.0,3.0,25194.0,3764.0,68.5,1468882.0,0.0,595602.0,1.35,37.72,1.35,NonResidential,Retail Store,4,LAKE UNION,47.63247757,-122.3266002
21601.0,2015.0,2000.0,1.0,2.0,75605.0,0.0,29.1,2199689.0,0.0,601300.0,0.48,43.08,0.48,SPS-District K-12,K-12 School,2,SOUTHEAST,47.52494786,-122.2747335
21604.0,2015.0,2008.0,1.0,2.0,29525.0,0.0,57.2,1688739.0,0.0,527700.0,1.05,36.12,1.05,SPS-District K-12,K-12 School,2,SOUTHEAST,47.52427301,-122.2714398
21611.0,2015.0,1977.0,1.0,99.0,21948.0,0.0,14.5,318205.0,0.0,0.0,0.04,2.22,0.04,NonResidential,Worship Facility,2,GREATER DUWAMISH,47.55057128,-122.302943
21613.0,2015.0,1927.0,1.0,3.0,31191.0,0.0,191.6,5975230.0,0.0,2847771.0,5.12,173.05,5.12,NonResidential,Other,3,EAST,47.63938403,-122.2911671
21616.0,2015.0,1954.0,1.0,1.0,42292.0,0.0,52.2,2255905.0,0.0,1414400.0,1.83,80.99,1.83,SPS-District K-12,K-12 School,5,NORTH,47.72466237,-122.30694
21617.0,2015.0,1947.0,1.0,1.0,37377.0,0.0,77.7,2767381.0,0.0,1710570.0,2.51,98.22,2.51,NonResidential,Other,5,NORTH,47.72044148,-122.2970446
21622.0,2015.0,1977.0,1.0,1.0,29380.0,0.0,28.6,841381.0,0.0,0.0,0.08,5.87,0.08,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.53908726,-122.3198021
21656.0,2015.0,1922.0,1.0,2.0,22688.0,0.0,13.1,298063.0,0.0,69423.0,0.19,5.28,0.19,NonResidential,Worship Facility,3,EAST,47.60319489,-122.3204073
21687.0,2015.0,1962.0,1.0,2.0,22364.0,0.0,57.6,1289073.0,0.0,762128.0,1.87,44.15,1.87,NonResidential,Other,2,SOUTHEAST,47.56029016,-122.2891371
21688.0,2015.0,1952.0,1.0,1.0,27435.0,0.0,44.9,1231546.0,0.0,609888.0,1.24,36.72,1.24,NonResidential,Non-Refrigerated Warehouse,2,SOUTHEAST,47.54941353,-122.2866398
21689.0,2015.0,1982.0,1.0,2.0,41262.0,0.0,44.4,1810353.0,0.0,0.0,0.12,12.62,0.12,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.546925,-122.2871393
21716.0,2015.0,1953.0,1.0,2.0,43183.0,0.0,198.1,7542332.0,0.0,860848.0,1.47,92.3,1.47,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62047684,-122.3466741
21723.0,2015.0,1908.0,1.0,3.0,45680.0,0.0,43.5,1988784.0,0.0,1490952.0,1.76,82.66,1.76,NonResidential,Worship Facility,4,NORTH,47.68573889,-122.3184174
21741.0,2015.0,2006.0,1.0,14.0,724148.0,71790.0,50.8,36863348.0,0.0,13944944.0,1.11,900.39,1.11,NonResidential,Senior Care Community,7,LAKE UNION,47.61927032,-122.33372498
21768.0,2015.0,1957.0,1.0,1.0,23562.0,0.0,16.4,550767.0,0.0,0.0,0.06,3.84,0.06,NonResidential,Worship Facility,1,SOUTHWEST,47.53442484,-122.3770926
21772.0,2015.0,1999.0,1.0,4.0,28844.0,0.0,45.2,926923.0,0.0,0.0,0.09,6.46,0.09,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.65800828,-122.3653349
21774.0,2015.0,1988.0,1.0,2.0,50701.0,0.0,36.0,1921222.0,0.0,0.0,0.1,13.39,0.1,SPS-District K-12,K-12 School,1,DELRIDGE,47.54173518,-122.3737397
21783.0,2015.0,1989.0,1.0,1.0,21101.0,0.0,26.7,562617.0,0.0,334485.0,0.87,19.35,0.87,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.56075287,-122.32642365
21784.0,2015.0,1914.0,1.0,2.0,45594.0,0.0,27.9,1272821.0,0.0,0.0,0.07,8.87,0.07,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.56067088,-122.327112
21785.0,2015.0,1950.0,1.0,1.0,26660.0,0.0,84.7,2257181.0,0.0,0.0,0.23,15.74,0.23,NonResidential,Other,2,GREATER DUWAMISH,47.55014531,-122.3303438
21786.0,2015.0,1975.0,1.0,1.0,28126.0,0.0,29.6,831577.0,0.0,258395.0,0.54,17.72,0.54,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.56065507,-122.3261256
21787.0,2015.0,1964.0,1.0,1.0,35000.0,0.0,11.4,400054.0,0.0,0.0,0.03,2.79,0.03,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.54809189,-122.32540894
21792.0,2015.0,1962.0,1.0,1.0,26150.0,0.0,28.8,752991.0,0.0,303430.0,0.66,19.25,0.66,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.549428,-122.3254576
21793.0,2015.0,1967.0,1.0,2.0,24000.0,0.0,43.0,1031081.0,0.0,0.0,0.11,7.19,0.11,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.54975663,-122.3259884
21794.0,2015.0,1968.0,1.0,5.0,40809.0,0.0,68.2,2785058.0,0.0,1297547.0,1.79,79.28,1.79,NonResidential,K-12 School,3,EAST,47.64171214,-122.3173859
21795.0,2015.0,1999.0,1.0,2.0,85750.0,0.0,79.6,1592817.0,0.0,941666.0,0.6,54.55,0.6,NonResidential,Other,3,EAST,47.64171214,-122.3173859
21796.0,2015.0,1905.0,1.0,1.0,83882.0,0.0,30.3,2539565.0,0.0,1023954.0,0.7,64.95,0.7,NonResidential,K-12 School,3,EAST,47.64171214,-122.3173859
21822.0,2015.0,1912.0,1.0,1.0,28080.0,0.0,21.9,615573.0,0.0,166989.0,0.36,12.0,0.36,NonResidential,"Distribution Center
",4,LAKE UNION,47.65766491,-122.3427239
21879.0,2015.0,1954.0,1.0,2.0,51298.0,0.0,122.8,6297193.0,0.0,4232292.0,4.49,239.17,4.49,NonResidential,Senior Care Community,5,NORTHWEST,47.72620398,-122.3564757
21883.0,2015.0,1962.0,1.0,1.0,22047.0,0.0,10.5,239873.0,0.0,0.0,0.03,1.67,0.03,NonResidential,Worship Facility,5,NORTHWEST,47.7255637,-122.3577991
21893.0,2015.0,1979.0,1.0,1.0,31600.0,0.0,98.5,3113412.0,0.0,1448444.0,2.58,88.53,2.58,NonResidential,Non-Refrigerated Warehouse,1,GREATER DUWAMISH,47.52183151,-122.32133484
21894.0,2015.0,2007.0,1.0,1.0,35289.0,0.0,23.3,821046.0,0.0,210407.0,0.36,15.43,0.36,NonResidential,Non-Refrigerated Warehouse,1,GREATER DUWAMISH,47.51992759,-122.3212647
21896.0,2015.0,1981.0,1.0,1.0,28920.0,0.0,59.1,1773880.0,0.0,1515363.0,2.81,82.28,2.81,NonResidential,Non-Refrigerated Warehouse,1,GREATER DUWAMISH,47.51893997,-122.32105255
21897.0,2015.0,1978.0,1.0,1.0,22176.0,0.0,22.5,499887.0,0.0,398048.0,0.97,21.85,0.97,NonResidential,Non-Refrigerated Warehouse,1,GREATER DUWAMISH,47.51912749,-122.321168
21898.0,2015.0,1978.0,1.0,1.0,31300.0,0.0,9.7,304248.0,0.0,99485.0,0.19,6.71,0.19,NonResidential,Non-Refrigerated Warehouse,1,GREATER DUWAMISH,47.51967239,-122.32104492
21902.0,2015.0,1979.0,1.0,1.0,22000.0,0.0,33.2,731092.0,0.0,0.0,0.09,5.1,0.09,NonResidential,Non-Refrigerated Warehouse,1,GREATER DUWAMISH,47.51917763,-122.3196011
21904.0,2015.0,1974.0,1.0,3.0,39927.0,0.0,85.8,3393302.0,0.0,0.0,0.23,23.66,0.23,NonResidential,Small- and Mid-Sized Office,5,NORTH,47.7007902,-122.3272232
21905.0,2015.0,1979.0,1.0,1.0,30610.0,0.0,145.9,4467292.0,0.0,2434027.0,4.4,143.45,4.4,NonResidential,Other,5,NORTH,47.69883113,-122.3247376
21907.0,2015.0,1980.0,1.0,2.0,26930.0,6350.0,39.4,1062109.0,0.0,0.0,0.11,7.4,0.11,NonResidential,Medical Office,5,NORTH,47.70007386,-122.3252445
21909.0,2015.0,1968.0,1.0,2.0,38745.0,0.0,64.7,2808160.0,0.0,573300.0,0.94,46.03,0.94,NonResidential,Medical Office,5,NORTH,47.7008481,-122.3237648
21913.0,2015.0,1959.0,1.0,2.0,20296.0,0.0,42.1,855393.0,0.0,0.0,0.11,5.96,0.11,NonResidential,"Self-Storage Facility
",4,NORTHEAST,47.66350353,-122.2949076
21916.0,2015.0,1945.0,1.0,2.0,22135.0,0.0,55.0,1261963.0,0.0,357351.0,0.97,25.29,0.97,NonResidential,Mixed Use Property,4,NORTHEAST,47.6621067,-122.2930208
21917.0,2015.0,1967.0,1.0,3.0,38378.0,0.0,47.4,1662723.0,0.0,835731.0,1.21,50.15,1.21,NonResidential,Medical Office,4,NORTHEAST,47.66176782,-122.29255
21920.0,2015.0,1980.0,1.0,2.0,33576.0,0.0,61.6,2069880.0,0.0,1263187.0,2.06,72.71,2.06,NonResidential,Non-Refrigerated Warehouse,4,NORTHEAST,47.66278765,-122.2953235
21921.0,2015.0,1975.0,1.0,1.0,33005.0,0.0,314.7,11007235.0,0.0,3555700.0,6.32,240.79,6.32,NonResidential,Supermarket/Grocery Store,4,NORTHEAST,47.66208951,-122.2951049
21945.0,2015.0,1981.0,1.0,1.0,20971.0,0.0,106.0,2323265.0,0.0,0.0,0.3,16.2,0.3,NonResidential,Other,3,EAST,47.61071585,-122.3225669
21955.0,2015.0,1927.0,1.0,3.0,23910.0,0.0,36.4,870046.0,0.0,157931.0,0.43,13.35,0.43,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63982634,-122.3990624
21964.0,2015.0,1910.0,1.0,2.0,21765.0,0.0,22.5,490743.0,0.0,354779.0,0.88,19.79,0.88,NonResidential,Worship Facility,6,BALLARD,47.67478203,-122.3824943
22062.0,2015.0,1939.0,39.0,2.0,2200000.0,0.0,66.9,115080128.0,0.0,52666569.0,1.35,3232.23,1.35,Campus,College/University,3,EAST,47.60869656,-122.3145944
22078.0,2015.0,1901.0,1.0,2.0,26560.0,0.0,73.1,1941086.0,0.0,1373263.0,2.8,76.89,2.8,NonResidential,Worship Facility,3,CENTRAL,47.6096974,-122.3085133
